Review,Rating,Likes,App Version,Review Date
"Game bikin emosi, gak pernah ngasih tim yang bener. Sekalinya dikasih tim bagus, tim musuh malah jauh lebih bagus. Tim ada yang ngetroll kita gak dikasih keringanan pada bintang ranknya. Percuma ngasih skin bagus kalau sistem ranknya masih gitu.",1,142,1.9.8.9833,2024-08-25 10:53:18
"Montoon tolong perbaiki system nya,,setiap main rank trio,duo,solo slalu dikasih rekan tim yang gak bisa main, atau tim yang afk,,ini sangat tidak nyaman dan sangat mengecewakan.... Kalau begini terus jadi tidak asyik lagi game mobile legend ya bagus di hapus aja,,,game moba juga banyak yang lain yang lebih bagus system nya...... Montoon kerja yang benar taik",1,37,1.9.16.9839,2024-09-07 22:07:00
"Mobile Legend sekarang menjadi game murahan demi mempertahankan player nya hanya bisa gift skin terus, padahal yang saya inginkan perbaiki sistem pertandingannya, perketat pembagian Lane lalu perbanyak blacklist karena mobile legend yang sekarang banyak sekali dark system, saya pernah melihat riwayat pertandingan player dark system isinya browns silver semua jadi berat nggendongnya Saya berusaha Kill malah team mati matian terus nambah gold musuh semakin berat permainannya, TOLONG PERBAIKI !!!!!",1,48,1.9.16.9839,2024-09-12 16:50:42
"saya kasih bintang tiga dulu,! sebat alasannya setiap dalam game memulai permainan, kadang terjadi koneksi tidak stabil, ngeleg saat bermain, itu yang memnyebabkan saat bermain tiba tiba ngeleg langsung diserang musuh secara cuma cuma, padahal sinyalnya sangat bagus full bersih banget, dan padahal mainnya dekat pas di bawah tower pemancar, tolong diperbaiki lagi, terima kasih.!!!!",3,1216,1.9.9.9834,2024-08-09 12:08:41
"Game nya si udah bagus, tapi kadang kadang di lobby sinyal nya bagus giliran di pertandingan sinyal jadi buruk kadang juga ngelag gitu ada bacaan menghubungkan ulang jadi tolong tim montoon tolong dibenerin lagi ya saya tunggu Sampek update selanjutnya terimakasih mohon maaf kalo ada kesalahan atau kata kata yg buruk.",3,1,1.8.93.9702,2024-09-18 13:01:40
"Jangan cuma skin yg di update, tapi matcmaking dan jaringan juga perlu ditingkatkan. Tiap main di brawl, classic terutama rank pasti jaringan sering hilang atau ping merah. Padahal pas di loby aman² aja. Entah memang dari game nya atau ulah cheater seharus nya hal ini menjadi perhatian lebih demi kenyamanan para pemain.",5,571,19.2.11.103,2024-09-19 08:11:46
"Game MOBA yang beneran fun, banyak yang komplain tentang komunitas MLBB yang toxic tapi menurut gw itu udah harusnya di pisahin aja dari game aktualnya. Gw punya banyak nostalgia dari jaman gw bocah ingusan sampai jaman gw udah SMA, gak banyak loh game apalagi game yang usianya udah 8 tahunan lebih masih bisa relevan dengan anak muda dan orang orang tua. Gw harap MLBB masih mau berinovasi dan merekrut orang orang yang beneran tau pasar dan komunitas MLBB kayak gimana.",4,0,19.2.11.103,2024-09-21 11:47:43
Tolong lah moonton kalo ngebuat game tuh yang adil Napa masa gw main di mythic malah ada player epic minimal kasih batas Rank lah kaya mythic-legend biar performa main itu lebih enak kalo tim gak imbang kan gak enak rasanya kalo main. Terus mungkin bisa di tambahin mode sparing biar gak ada player yang belajar di rank,2,2,1.9.16.9839,2024-09-16 08:37:27
"tolong moonton sistem nya diperbaiki,setiap kali main clasic selalu aja ketemu player yang game play nya kaya computer,kelakuan nya aneh,kadang ke sini terus ke situ,nge kill terus tiba tiba mati dan seterus nya mati terus,pokok nya aneh banget dah",2,1,1.9.9.9834,2024-09-19 10:13:07
Semuanya udah bagus tapi harus banget kah setiap pemainnya dikasih tim yang gak seimbang??? Tim lawan dikasih musuh yg Jago jago sedangkan gw dpt team yg gak bisa main + gak jelas Udah gitu banyak beberapa hero yg demagenya gak masuk di akal yang dimana itu sakit banget Sering banget bikin stress gra gra playernya dikasih lose streak trus kadang kadang,1,227,1.9.9.9834,2024-08-23 15:05:44
"""Yth. Tim Mobile Legends Saya ingin menyampaikan keluhan serius terkait pengalaman bermain yang semakin menurun akibat seringnya mendapatkan tim yang tidak kompeten serta sistem matchmaking yang tidak adil. Jika hal ini terus terjadi tanpa perbaikan, saya akan mempertimbangkan untuk berhenti bermain dan menghapus aplikasi ini. Saya juga tidak akan ragu untuk memberikan ulasan negatif dan merekomendasikan hal yang sama kepada pemain lainnya. Mohon agar masalah ini segera ditangani dengan serius",1,30,1.9.16.9839,2024-09-13 02:46:47
"Pas gw masuk pertandingan tuh tiba mulai ya g bisa gerak control dan semua tuh, nah padahal kan jaringan gw lancar lo tapi jalan sendiri aneh kan selama 1-10 menit.. nah coba pas gw keluar game masuk lgi tiba g bisa masuk pertandingan trs pas udh liat store gw lahh malah tulisan ada afk padahal kan gw pas masuk pertandingan ya.. tolong perbaiki masalah tuh, jangan rugi para player main tuh... Kalo g perbaiki gw uninstall game tuh.. 😭😭 kalo g percaya coba adv server paling sama gw nasib y",1,431,1.9.11.9836,2024-09-06 18:09:19
"sinyal saya cuma hilang sebentar lalu muncul kembali dan loading nya lama banget dan anda salahin kami, biasanya langsung bisa gerak lagi ini ga sama sekali, hasilnya kita afk, gimana ga afk klu game mu yg bermasalah tp salahin playermu",1,42,1.9.16.9839,2024-09-09 13:48:11
"Game seru dengan banyak hero dan skin,, tapi kenapa setelah update game nya gk bisa login (dibuka) tolong diperbaiki agar saya bisa main mobile lengend lagi sebenernya game nya seru tapi itu yg membuat saya tidak bersemangat lagi dan semoga bisa diperbaiki",2,7,19.2.11.103,2024-09-19 11:32:15
"Sungguh game yg tidak memuaskan Selamqla di pertandingan sering banget ngefreez,apa lagi klo lagi nge rank! Bener bener mengganggu banget,kayak nya 1 pertandingan 5 kali ngefreez ada tuh!!😒 Saya mohon perbaiki freez iniii!bener bener beban banget tau! Klo saja tetap ada freez di pertandingan..mending aku pindah HOK! 🙄",2,1,1.9.16.9839,2024-09-18 04:51:32
"Game apa ini matcmaking nya slalu terus di permasalahkan tapi tidak ada respon untuk memperbaiki matcmaking apa kah ini membantu sampai saya bosan untuk memainkan game ini,hampir tidak ada kmenangan di game ini karna matcmaking nya,dark system lah,apa tidak dibaca sama sekali developer pembuatan game mlbb ini sungguh kecewa,bermain sudah lama makin jauh makin lama masalah semakin banyak???",1,11,1.9.16.9839,2024-09-08 16:22:46
"Man kenapa kayak kena hack tiba² layar nya ngebug, ke stuck di situ selama-lamanya dan gak bisa screenshot, GK bisa keluar game, tampilan mati daya nya gak ada hampir panik gw. Untung aja bisa game ya kurang bgus lol",1,109,1.9.9.9834,2024-08-27 03:40:36
Sistem matchmaking tidak sesuai saya selalu di berikan tim yang tidak memiliki otak sedikit pun dan hanya bisa membebani saya selama pertandingan dan itu bukan hanya sekali tapi di semua match yang saya mainkan selalu seperti itu tolong jangan mainkan game ini jika kalian tidak ingin mengalami hal yang sama karena game ini sangat tidak cocok dimainkan untuk orang waras berilmu dan lebih cocok di mainkan untuk sdm yang rendah,1,9,1.9.16.9839,2024-09-10 16:18:02
"Tolong jangan seenaknya nuntuk memilih tim.......apalagi kalo ada tim yang bot..... Menurutku ini sudah keterlaluan...... Meskipun grafiknya bagus dan heronya yang bagus...... Tapi apa gunanya kalo game ini membuat orang marah sampai melempar HP......,",2,334,1.9.11.9836,2024-09-04 13:34:42
"Tolong mobile legends jangan terlalu berat saat war karena sangat merugikan pemain. Untuk ping jaringan juga terlalu tinggi, ini hanya game bertarung biasa tidak membutuhkan grafik yang tinggi harusnya jaringan tidak berpengaruh ! Data+wifi masih aja kaku untuk ram 8gb",1,160,1.8.93.9702,2024-07-21 07:02:48
Game rusak!!!. Kenapa kalau main solo abis menang 4x pasti gak bisa menang lagi sangat sangat mustahil untuk menang setelah winstreak 4x jika main solo. Dan kenapa harus ada computer di dalam pertandingan????. TOLONG BANGET UNTUK KEDEPANNYA SISTEM PERTANDINGAN SOLO DAN SQUAD KALAU BISA SAMAIN AJA SISTEM NYA KAYA MAIN SOLO. MASA SOLO 4X MENANG LALU KETUMU PLAYER YANG JELAS JELAS RANK TERTINGGI NYA JAUH BANGET DI ATAS TIM SAYA.,1,1,1.9.16.9839,2024-09-17 09:50:02
"tolong pemain yang suka menyera dan yang tidak suka menyera itu di pisahkan pertandingannya. sebab selain mereka tidak serius bermainnya, poting yang mereka buat juga sangat mengganggu karna terlalu sering dan letak piyingnyapun menutupi sebagian maps. aku termasuk pemain yang seberat apapun musu tetap ingin ku kalahkan dengan taktik dan membaca situasi. sedangkan pemain yang suka memyerah itu sudah tidak banyak membantu ketika dia sudah berniat menyerah dan justru mengganggu dg potingnya itu.",1,6,1.9.8.9833,2024-09-19 04:02:35
"Dri apk emng bagus,tpi akhir"" ini banyak banget hambatan,banyak yg GB,selalu di pertemukan dg tim yg rank nya tidak sesuai,mohon untuk di perbaiki lagi soalnya sangat mengganggu gameplay saya,mohon untuk yg belum download mending gk usah moonton sekarang udah gk seru seperti dulu",5,2,19.2.11.103,2024-09-21 17:47:49
"Untuk game udh bgus, di tambah sekarang bnyk skin epic gratis udh senang bngt, tpi ketika main, ini saya ga tau saya aja yg merasa atau bnyk lagi, ketika sedang team fight atau kontes segala macamny, itu terjadi ping tidak stabil padahal ping itu sendiri hijau atau bgus' aj, setelah menjauh dari kontes itu dia bgus aja, ketika mendekat begitu lagi, klo bisa untuk moonton tolong segera di perbaiki masalah yg seperti ini, mengganggu sekali, ketika sudah mau menang malah ke comback karena ping naik",4,136,1.9.8.9833,2024-09-21 12:00:08
"untuk developer tolong perbaiki sistem matchmaking, saya selalu mendapatkan tim yang tidak bisa bermain sementara musuh bisa bermain. saya lelah losetreak, mohon perbaiki lagi sistem matchmaking dan jaringannya, selalu saja tiba-tiba lag.",1,112,1.9.8.9833,2024-08-25 07:13:01
"ga masuk akal banget.., tier mitik dikasih timnya malah kaya bocah baru maen, tolong dong min ngasih tim itu yang kaya jago dikit ke, game rusak sering lag tiba', delay padahal hp ga ada masalah yang ada masalah gamenya, waktu matching up frame, tiba' langsung relog juga apalah monton apalah, apakah kita harus pindah ke HOK ajaa...",5,0,1.9.11.9836,2024-09-21 09:48:07
"Setiap bintang 24 kurang 1 lagi pasti dikasih tim beban, kalo gak Roam 3 Mid 2 , gak dikasih pemain jungler atau MM hasilnya langsung lose streak ini udah 4 kalinya aku ngerasin moontod dari musim kemarin lohh sama persis!!! Kalo sampai sekali lagi gw bakal jadi dark sistem mainnya afk kalo gak freeder",2,1,19.2.11.103,2024-09-19 11:13:48
Sumapah setiap kali ada evan pasti frame nya drop parah dan sangat berat patah patah untuk di main kan sinyal bagus bagus aja tolong lah klw ada even jgn tiba tiba frame nya dorp yang bikin player tidak nyaman mohon di pebaiki secepat nya,3,2,1.9.16.9839,2024-09-21 12:58:48
Saya mohon pada pihak monton.kalau dapat dark sistem itu jangan lama2..minimal 3 kali kalah..soalnya kasihan sama yang main nya. Banyak yang setres bantingin hp nya..gara2.kalah terus. Mohon di pertimbang kan lagi..trima kasih .jadi banyak yang pindah game.gara2 kala terus..,3,0,19.2.11.103,2024-09-20 15:23:16
"hargailah pemain solo, masa iya di kasih tim dark sistem terus?!! Biar apa coba?? Kasih tim yang bener-bener serius maen lahh, percuma jago juga kalo dapet tim yang ga bener mahh, tolong lahh moonton, jangan ngasal kalo ngasih tim!! Kasih yang bener"" setara, dan juga untuk pelaku feeder tolong di hukum yang seberat-beratnya, jangan di kasih main lagi, langsung turunin aja 50 kredit skor nya!! Kalo bisa di ban kek sementara, biar pelaku feeder sadar dan ga ngelakuin kesalahan yang sama. TRMS..",3,5,1.9.16.9839,2024-09-13 18:09:22
"Game aneh, ngeleg dikit maju maju sendiri, ngeframe maju sendiri, sinyal stabil, ada musuh malah lag, udalah banyak yang ngefeed, ga ada pergerakan sama sekali dari developer, mending ganti dev aja",1,5,1.9.16.9839,2024-09-14 14:48:32
"Tidak ada masalah dari gameplay gamenya, tapi ada kurang mengenakkan, yaitu pembagian tim. Jujur saja aku hanya player biasa cari kemenangan sedikit-dikit tapi malah kesusahan dan tim lawan lebih unggul, lebih untung dari gameplay saya dari lawan",1,36,1.9.8.9833,2024-09-06 07:00:21
"game nya bagus,,tapi pada permainan magic cess sering terjadi nya ketidak seimbangan pada game play nya karena mendapat kan hero yg d butuhkan sangat sulit,,dan adanya beberapa bug pada masing2 comander. sekian keluh kesah saya.",1,436,1.9.11.9836,2024-08-30 18:54:24
Game ini tidak adil...kenapa sesalu tim musuh lebih unggul dari pada tim kami...dan selalu setim dengan mytik honnor sedangkan musuh mytik immortal dan juga selalu lose dari pada win karena tim musuh lebih berpengalaman dari pada tim kami...tolong moonton tambah kan fitur baru untuk kedua tim lebih seimbang,1,44,1.9.16.9839,2024-09-09 12:04:08
Game mati suri didownload jangan di-download link FF acak-acakan punya season 1 sampai season lainnya tapi jangan makanya hapus aja udah burik 8 bit nama-nama dari FF layar terang lebih baik FF setia sejati apa yang bisa,1,26,1.9.16.9839,2024-09-12 11:03:59
"Terlalu sering drak sistem,kalau lagi kena drak sistem,musuh nya pasti level nya jauh lbih tinggi dari kita,mana ada demage hero kita ke hero2 lawan,,4 sampai 5 tingkat level kita d bawah nya.gimana mau menang kalau gitu..kalau gak percaya coba lah yg sering kalah priksa lawan kita setelah nya..lihat ajah level nya dan rank teringinya..",1,525,1.8.93.9702,2024-07-26 09:47:05
"Makin kesini jadi malas main lagi,darksistem terus,dapet team yg role tidak sesuai sangat sering sekali,coba donk moonton adil,setiap gameplay role benar² dibagikan kesesuai pemain tapi klau memang diacak jangan terus menerus selama bermain,sekali² atau gimana bgitu,jadi kurang tertarik main lagi gara² selalu bermain dengan role yang sama.sekalinya roam dapet player roam semua,kacau!!!",1,7,1.8.93.9702,2024-09-09 04:09:21
"Dark sistem banget, lose streak banyak banget, match gak seimbang tim gw beban dark sistem musuh jago banget cape gw maen solo nemu dark sistem iya sih bener rank nya di sesuaikan tapi rank tertinggi nya gak di sesuaikan sama moonton, mana jaringan nya gak jelas naik turun mulu ping gw padahal jaringan gak bermasalah tapi lag mulu, udah intinya kalian jangan instal ni game gak jelas. Mending kalo mau main game yang lebih bagus dari mobile legends main Honor Of King atau Free Fire",1,480,1.9.11.9836,2024-08-27 13:52:51
"Gratisan udah enak, tapi ada dark system dimana player pemula dipertemukan dengan player pro berkali-kali, yang adil ya moonton aku kalah berkali kali karena itu dan jumlah kekalahanku tidak wajar. begitu pula dengan timku yg menjadi penyebab ketidak wajaran tersebut",3,2,1.9.8.9833,2024-09-14 13:06:23
Update malah bikin game rusak. Saat dalam game layar tidak merespon sentuhan jari. harus nunggu lama baru bisa merespon dan ini hanya terjadi dalam game. Untuk melihat notif dan keluar dari game masih bisa,2,1,19.2.11.103,2024-09-20 11:59:18
Secara gameplay udah bagus. Namun ada beberapa kekurangan seperti matching team kebanyakan dapat NUB.sehingga kalah gk nanggung abis 20 bintang dalam sehari.menangnya cuma 1x. Kedua.effect skill perhero terlalu simpel skin memang pada bagus tapi effeknya kurang memanjakan mata.,5,7959,1.9.11.9836,2024-08-24 04:51:55
"Maaf bila saya lancang kepada pihak developer.tetapi,gara gara sinyal yg BURUK seperti lagi di pulau terpencil membuat saya seperti patung ketika war atau melawan arah dari tempat war yg seharusnya di jauhi ketika kalah jumlah dan karena hal itu menyebabkan saya menjadi kurang bisa membantu di teamfight yg membuat saya di kick dari partyan saya,jadi tolong perbaiki SINYALNYA,sekian terimakasih!!!!!",3,12,1.9.16.9839,2024-09-19 10:31:59
"Monton nilainya makin jelek ini masih sering kejadian tolong dark sitemnya, kelihatan bnget habis winsrtak pasti sinyal jelek bukan Maslah satu tim mendadak tengah permainan hilang sinyal saya pake wifi gak mungkin sinyal hilang tolong mutunya di perbaiki jadi kaya Abal abal",2,3,1.9.16.9839,2024-09-06 13:50:47
semangat monoton semoga game nya makin rame lagi game nya bagus tapi sedikit di perbaki buat beli hero nya jadi murah aja soal nya lama ngumpulin nya sama juga sering bug jaringan pedahal wifi saya lancar terus pas pake kuota masih aja leg pedahal dah beli baru,4,2,1.9.16.9839,2024-09-08 17:45:11
"Sistem anticheat yang kacau, menyedihkan, gimana bisa coba, musuh pakai harley, tapi dia bisa spam skill, kan aneh, sama gimana ceritanya coba, ud farm capek capek, grinding capek capek, tiba tiba dimusuhnya ud 14 ribu gold, saya masih 10 ribu gold. Aneh, Tapi yasudah.",4,0,19.2.11.103,2024-09-21 10:27:51
"Terimakasih moonton atas dark sistem nya sehingga salah satu player game ini seperti saya sudah mencapai titik terbesar dalam sabar memainkan game ini, saya masih tidak habis pikir bagaimana player yang masih kurang pengalaman di rank tinggi, tiba-tiba ada di sana dan sudah pasti mainnya seperti. Setelah 14 hari saya sabar menghadapi event dark sistem ini Akhirnya saya sadar saatnya uninstall game penambah emosi ini, Mobile legend bang bang bukan untuk hiburan,tapi menambah emosi pemainnya",5,5,19.2.11.103,2024-09-21 11:40:30
"Game ini sangat menarik dan bagus, tapi kadang ngeselin karna kena dark sistem. Dan sekarang season ini, saya selalu mendapatkan lose streak 10× Saya sudah hampir nyerah sampe legend tapi skrg sy sudah bisa. Tapi saya minta moonton harus janji kalo habis season ini semua dpt win streak ya🙏🏻",5,2,1.9.16.9839,2024-09-19 00:05:01
Skin gratis banyak.. Bagus... Tapi pas mode solo rank kenapa di kasih kawan yang dark sistem.. Kalah terus... Game apa ini ayo lah moonton.. Sesuaikan plyer lama dengan yang baru.. Makin lama kalo gini gak seruu.. Malah bikin emosi,2,181,1.9.11.9836,2024-08-31 17:27:40
Matchmaking kaya t4i. Dark system Mulu. gak imbang. Ping juga jumping hadeuh. Apa? Mau nyalahkan device player atau jaringan?. Ngaca kek!. Game lu itu banyak bug. Males mendengarkan keluhan player adalah faktor kunci kelemahan sebuah game. Saya sebagai Solo player sangat dirugikan. Sudah bertahun2 di komplain player tapi pura2 tuli. ML t4i!!!!!!,2,10,19.2.11.103,2024-09-21 15:32:07
"Seru sih, tapi gk jelass, masa ketemu musuh pake hero yg sama lagi, menang 1×, kalah 5× sama musuh yg pake hero yg sama, contoh kalah pertama sama musuh hero nana, vexana, aamon, nanti pas main kalah lagi sama hero yg sama, heran ngebug kah?, atau gimana, kesel jadinya, buang buang waktu, padahal mau naikin rank, malah kalah 5×lebih, jadi turun",3,0,19.2.11.103,2024-09-20 16:21:57
"GAME BURIK, nyesel nya klo udh download, awal² aman, dpt 1 bulan BURUK nya terlihat, contoh² : lose track/ kalah terus, tiba² jaringan error, dpt team lemah, lawan gak imbang, masih byk lg, game menguras kuota, bahaya buat psikis, langsung uninstall, liat aja rating nya. MONTOON LOL!!!",1,91,1.9.9.9834,2024-08-24 18:10:14
Tidak pernah dapat tim yang seimbang. mau seserius apapun ya tetap kalah terus.. semakin kesini masalah lag makin menjadi. Mulai bosan tidak dapat kesenangan tapi mulai bikin emosi. (Perbaiki search match yang seimbang).,1,820,1.8.93.9702,2024-07-22 16:50:32
"Hai Moonton saya mau menyampaikan bahwa game ini sangat bagus,tetapi mohon maaf.Tolong di mode CUSTOM harus ada tanda SIAP nya seperti tombol saat mau main MCL,karena banyak sekali plyaer yang selalu di jahilin didalam mode custom dengan melawan BOT,dan itu sangat mengesal kan.Mau keluar juga tidak bisa. Disaat login ulang untuk mengakhiri pertandingan melawan BOT malah kembali ke dalam pertandingan.Ditambah lagi kita malah dijeda oleh penjahil tersebut membuat kita tidak mengakhiri pertandinga.",3,11,1.9.9.9834,2024-09-21 11:36:46
"alogaritmanya kalau udh menang 1 atau 2 kali pasti kalahnya terus menerus, selalu dapat dark sistem, apakah moonton tidak punya penyeimbangan matchmaking yg mutahir kah? Game sebelah perasaan bagus alogaritmanya balance. Ditambah item baru yg aneh dan ga balance. Kalau ada bintang minus bakal gua kasih minus",1,31,1.9.8.9833,2024-09-01 15:09:56
"Game apa ini? Mending pindah game saja... katanya sudah di sesuaikan matchnya biar adil?.... ADIL DARI MANA? Sekarang bayangkan, kita main, dapat tim yang rank tertinggi nya legend semua, dan tim musuh yang sudah mytic, mytic honor dan lebih tinggi, ketika reset season pasti banyak yang raknya turun ke epic termasuk yang mytic keatas, sekarang saya tanya... ADIL NGGAK? KALAU TIM PENGALAMAN CUMAN SAMPAI LEGEND MELAWAN TIM MUSUH YANG MEMILIKI PENGALAMAN RANK MYTIC KEATAS?!?! PASTI KITA KALAH LAH!",3,1,19.2.11.103,2024-09-21 12:55:35
"Monton sialan, Di kasih tim drak systen trus. Main 10x menang cuma 1x. Di kasih musuh ke banyakan duo Mulu awak cuma solo, Belum tim drak system lagi. Game gak jelas, Sinyal pun di game nya susah. Padahal data sama wifi lancar. Game gak guna bikin stresss.",1,391,1.9.11.9836,2024-08-30 06:54:56
"Mobile legends sekarang jelek banget, pas matchmaking sering dapat tim yang gabisa main, bahkan sampai losetreak 15X. Sedikit saran aja mending perbaiki dulu masalah utama nya mooonton dibandingkan bagi bagi skin gratis, kan banyak juga player yang mengeluh soal matchmaking yang tidak adil!",1,0,1.9.16.9839,2024-09-18 07:42:24
"Saya kasih bintang satu aja , emang layaknya satu aja bintangnya ! Ciri-ciri mau menang atau kalah sangat bisa terasa..., kalau hero yg kita mainkan analog gerakan jalannya ringan pasti menang & sebaliknya kalau analog gerakan hero terasa berat., jalannya seperti yg lebih lambat dari biasanya.., itu di pastikan kalah...! Tapi yg paling muak ketika kurang satu bintang mau naik Rank.., malah di kasih team Dark sistem sampai turun bintang drastis..., minimal 4X seperti itu baru bisa naik Rank",1,10917,1.8.93.9702,2024-07-17 00:40:06
"Saya bermain game ini sangatlah tidak cocok untuk di main kan karena saat awal game di pertengahan sinyal saya pasti lag dengan angka 230 terus sekitar 5-8 menit sinyal kembali normal , saya sangatlah meminta tolong kepada developer ml untuk kasih jaringan yang lebih ringan terimakasih",1,0,19.2.11.103,2024-09-20 07:37:58
Setelah pertandingan dan di review tombol kembali tidak selalu berfungsi/error. Game kebanyakan bug !! Game kok banyak lag nya.. Saat war all in pasti lah...n Delly Padahal udh pakai wifi + kuota data. Dark sistem!!! Game kok saat loading mengekstrak resource startup bisa berpuluh-puluh kali bahkan lebih hampir ratusan loading. Dan saat dapat spam berpuluh-puluh kali ekstrak resource selesai Balik lagi ke screen awal loading ekstrak resource startup... DASAR GAME BURIK !!!!!! Cocok bintang 1 !,2,821,1.9.6.9831,2024-08-01 14:37:22
"Game nya bagus, tapi kadang lag nya berlebih dan masih ada dark system, tapi gw gak terlalu permasalahan lah, tapi kalo bisa dihapus itu dark system, tittle aamon gw jadi turun gegara dark system Udh si tu aj Mangat moonton",5,1,1.9.16.9839,2024-09-21 09:18:57
"Hallo kepada pihak montoon, entah kenapa setelah ada update akhir akhir ini saya mainnya jadi agak ngefram hp saya, padahal dulu gapernah yg lebih parah lagi, saat main magic chess, biasanya paling ya itu ngelag, tapi sekarang kalau sisa org 4 sampai 6 udah ngefram banget, bahkan sampai ngerelog sendiri",5,623,1.9.16.9839,2024-09-08 15:58:26
"Gamenya seru banget aku suka dan musuhnya juga susah untuk di kalahin karena mereka sangat cepat dan gesit untuk chang' e. Dan game ini ternyata multiplayer yang main seluruh dunia game ini tidak ada (masalah sedikit pun) seperti bug, lag, eror dan ngecrash.",5,6360,1.8.93.9702,2024-07-17 03:27:21
"Hero yang biasa gue suka mainin performanya jadi nyampah, masa minator tank yang dulunya susah mati, sekarang gampang mati, mana coldown ultinya super lama dan gampang di hindari Maunya ni game apa sih, katanya mau ngimbangin hero malah bikin hero sampah",1,218,19.2.11.103,2024-09-19 04:03:15
"Kritik: 1. Ngelag parah, padahal kalau buat main game sebelah oke oke aja jaringannya 2. Semakin banyak player ngetroll 3. Rebutan line masih menjadi budaya 4. Sistem pelaporan seperti tidak berdampak untuk mengurangi adanya pelanggaran didalam match 5. Penentuan match antara team mate dan musuh seringkali tidak setara dengan tingkat pengalaman player (terutama untuk solo player) Plus: 1. Sedang bansos besar-besaran 2. Animasi oke 3. Tampilan in game bagus, simpel mudah dimengerti",1,816,1.8.93.9702,2024-07-30 10:04:03
"Match making nya gak seimbang, sering lag, Banyak penjoki, dan sering kali bertemu player dengan Performa yang buruk. lain kali sesuai kan lah dengan WR. Rank tertinggi, Jumlah pertandingan, Level Akun, dan performa bermain. Bukan hanya itu saja!. semenjak update pin nya tinggi terus padahal sinyal ponsel ku Bagus,. Haduh bikin Streess aja.",1,369,1.8.93.9702,2024-07-29 13:20:42
"woi bisa diperbaikin ga sih? lama lama sampah banget, gue main pake wifi malah ga bisa gerak lemot padahal jaringan bagus! berkali kali lho, mau sampe rating game nya turun berapa? sistemnya juga, event mulu jelas jelas banyak keluhan. dapet tim jelek, giliran musuh aja jago jago sampe males nge rank karna ini. tolong dong perbaikin !!!!!",1,90,1.8.93.9702,2024-08-12 01:06:39
"Jaringan gak stabil. Kadang merah,kuning padahal pakek wifi mainya. Berkali kali comeback tapi tetep aja terus dari sistem,dark sistem Mulu,kalo musuhnya yang gak setara atau lebih kuat, ya kadang dapatnya malah tim beban. Serasa di nerf.",2,1506,1.8.93.9702,2024-07-18 10:56:15
"Saya berasa kurang nyaman saat main, sering lag"" ngk jelas pdhal , penyimpanan masih byk.., tetap aj ngeframe , saran saya mending di perbaiki masalah ituu, biar yg main jdi nyaman. Terima kasih",5,1,1.9.11.9836,2024-09-21 12:45:30
"Kadang kda nya tdk jls,seharusnya mendapat yg lebih bagus malah dapat yg lebih jelek. Terlalu banyak dark sistem dri moonton. Disuruh menyelesaikan quest beberapa kali menang,tpi saat main malahan dikasih tim jelek,jdinya tdk bisa menyelesaikan questnya. Matchmaking yg tdk adil,ketika saya bermain,saya mendapatkan tim yg rank bawah,sedangkan musuh mendapatkan tim mythic++ tolong moonton di perbaiki lg matchmaking nya,kalau bisa saya uninstall ini game,mendingan game moba sebelah.",1,2889,1.9.6.9831,2024-08-03 11:38:32
"Makin kesini update makin ngawur. Jaringan makin ga stabil, padahal buat nonton yt lancar walaupun resolusi tinggi. Bukan cuma itu, player solo juga dibikin stress karena sistem pencarian team yang absurd, sering dapat 3 player dengan role yg sama, padahal fitur percepat pencarian ga di gunakan. Bug juga banyak. Moonton, kalian ini dengerin keluh kesah playernya ga si? Udah masuk 10tahun lho ini.",1,2333,1.9.9.9834,2024-08-15 11:48:54
"Tolong lah moonton, sistem matchmakingnya di perbaiki. Saya main jam 1 siang sampai jam 3 sore, bintang di rank saya bukannya naik malah turun. Entah itu timnya yg troll,sudah menang di early tpi kena comeback,tidak mau push pula,kadang ada yg afk. Tolong lah moonton, g ush adain banyak event karena game sebelah hadir dan rame, percuma banyak event kalo sistem matchmakingnya g diperbaiki. Setiap protes ke ig/tiktok selalu jawabannya ""Jangan bermain solo kak, coba mabar dgn teman kakak."" Halah.",1,955,1.8.93.9702,2024-07-27 10:21:39
"Game apaan matching lama banyak bot pula Gamenya banyak bug, apalagi bug jaringan yg sering hilang padahal ketika di tes kecepatan jaringan ping nya stabil. Saya pernah saat main baru saja spawn di land of dawn, setelah selesai loading, tiba-tiba sinyal naik padahal itu tidak terjadi sebelumnya. Saat itu saya sudah memulai ulang wifi saya, tapi setelah tersambung kembali tidak bisa normal kembali, terpaksa saya harus melakukan restart game, tapi hasilnya hanya membuat game invalid, dan mengurang",1,463,1.8.93.9702,2024-07-29 05:50:41
"Dari segi grafik , animasi , trus event- event sudah bagus , bahkan terdapat event skin epic gratis, tetapi yang kami butuhkan itu bukan skin moontonnn , yang kami butuhkan itu sistem matchmaking nya yang diperbaiki , karena capek udah lama bermain tapi malah lose streak gara gara dark sistem , tolong lah diperbaiki gitu sistemnya , kami sebagai player sangat benci dengan sistem matchmaking dari mlbb",1,2341,1.8.93.9702,2024-07-13 11:40:36
